post_id,text_content,hashtags,mentions,keywords,topic_category,platform_id
elh8jw3o1btq,"My two days review of Adidas Predator: Highly recommend. #Reviews, #Fashion Would love to get your feedback!","#Reviews, #Fashion",@CompetitorBrand,"improved, amazing",Support,2
d9u8rynvdcwj,Has anyone else experienced connectivity issues with Toyota's Corolla? Highly recommend. @NewsOutlet #CustomerService Curious about your experience too.,#CustomerService,@NewsOutlet,"unique, sustainable, performance",Returns,3
p1novqhfy34c,Apple ValentinesDeals is overpriced! Can't wait to see what's coming next. #Sustainable Would love to get your feedback!,#Sustainable,"@StyleGuide, @CelebrityName","price, feature, excellent",Support,2
48v310oszqgu,"Microsoft EarthDay is disappointing! Can't wait to see what's coming next. #Discount, #TrendAlert Really interested in hearing your thoughts!","#Discount, #TrendAlert","@BrandCEO, @IndustryExpert","innovation, design, premium, modern",Marketing,4
r46ufwbhln25,"Has anyone else experienced software bugs with Microsoft's Surface Pro? Not worth the money.  #Innovation, #Deal, #Sustainable","#Innovation, #Deal, #Sustainable",,"premium, feature, design",Delivery,4
haem9nu2gwk0,"Google ValentinesDeals is excellent! Can't wait to see what's coming next. #Sale, #Limited, #ProductLaunch Would love to get your feedback!","#Sale, #Limited, #ProductLaunch",,"durable, efficient",Marketing,4
bczan1190njy,"Pepsi SpringBlast2025 is impressive! Can't wait to see what's coming next. #Innovation, #SpecialOffer, #Tech Let me know what you think!","#Innovation, #SpecialOffer, #Tech",,"performance, responsive, amazing",Delivery,5
etz6c2suitmp,"Delighted with my new React from Nike! Worth every penny. #Sustainable, #BestValue, #Beauty Would love to get your feedback!","#Sustainable, #BestValue, #Beauty",@CelebrityName,"improved, upgraded, quality, user-friendly",Product,5
x7klnf8awr3u,"How do I fix about Apple's MacBook Pro? @InfluencerName, @CompetitorBrand #Tech, #Lifestyle Let me know what you think!","#Tech, #Lifestyle","@InfluencerName, @CompetitorBrand","performance, value, durable, excellent",Delivery,5
mm476ukb7xc0,"Just saw an ad for Toyota Camry during the NewYearNewYou. Best purchase ever. #Fitness, #Trending, #Affordable","#Fitness, #Trending, #Affordable",,"cheap, user-friendly, traditional",Pricing,2
zp9ffc0vnrid,"My one week review of Google Chromebook: Disappointed with the quality. #SpecialOffer, #Food Curious about your experience too.","#SpecialOffer, #Food",,"traditional, delivery",Delivery,2
juzjjg8oiojz,"Just unboxed my new Epic React from Nike. Disappointed with the quality. Fed up #Eco, #CustomerService, #SpecialOffer","#Eco, #CustomerService, #SpecialOffer","@MarketingTeam, @ReviewSite","modern, fast, unique",Delivery,3
3nu9k04ie0t4,Attended the Microsoft LocalTouchpoints event yesterday. Returning it ASAP. #Reviews Really interested in hearing your thoughts!,#Reviews,@IndustryExpert,"competitive, feature, user-friendly",Product,4
oomrenrf4t26,"Has anyone else experienced connectivity issues with Adidas's Stan Smith? Not worth the money.  #MustHave, #Reviews, #Promo","#MustHave, #Reviews, #Promo",,"innovation, delivery, sustainable",Delivery,2
c3elks7shgd0,My six months review of Google Chromebook: Best purchase ever. #Travel Would love to get your feedback!,#Travel,,"durable, slow, poor, experience",Pricing,2
2us28vbc5na2,"Has anyone else experienced customer service with Adidas's Superstar? Worth every penny. @MarketingTeam, @InfluencerName #ProductLaunch",#ProductLaunch,"@MarketingTeam, @InfluencerName","price, traditional",Support,1
thtxh4a209ju,"Just unboxed my new Pepsi Max from Pepsi. Absolutely loving it. Bummed out #SpecialOffer, #MustHave, #Limited","#SpecialOffer, #MustHave, #Limited",,"excellent, performance, value, outdated",Marketing,2
skd18vktxb66,"Just tried the Fire Tablet from Amazon. Highly recommend. #Promo, #Trending, #Exclusive Really interested in hearing your thoughts!","#Promo, #Trending, #Exclusive",@IndustryExpert,"feature, customer, luxury",Support,2
udnlkcdlsf51,"Could someone explain with my new Corolla from Toyota! Exceeded my expectations. #Trending, #BestValue Would love to get your feedback!","#Trending, #BestValue",@ReviewSite,"eco-friendly, reliable, cheap",Returns,2
mzsn010wgr65,Amazon PowerRelease is underwhelming! Can't wait to see what's coming next. #Trending Let me know what you think!,#Trending,@TechHelp,"helpful, slow, disappointing, value",Product,4
3i40v6n6uva4,Just unboxed my new Tundra from Toyota. It's okay. Frustrated #ProductLaunch Let me know what you think!,#ProductLaunch,@InfluencerName,"recommendation, excellent, feature, innovation",Returns,4
4ra9baarjbon,"Has anyone else experienced customer service with Microsoft's Surface Duo? Not worth the money. @MarketingTeam, @IndustryExpert #Promo",#Promo,"@MarketingTeam, @IndustryExpert","service, competitive, feature, efficient",Returns,4
h03dprdsxb4t,"Just tried the Zoom Pegasus from Nike. Wouldn't recommend. #NewRelease, #Lifestyle Really interested in hearing your thoughts!","#NewRelease, #Lifestyle","@StyleGuide, @TechHelp","innovation, premium",Pricing,1
r01k5s98l45i,"Just saw an ad for Samsung Galaxy Z Fold during the ReferralBonus. Worth every penny. #Tech, #Promo, #BestValue","#Tech, #Promo, #BestValue",@CustomerService,"unique, helpful",Support,1
7es9vd1uceqc,"Attended the Apple WinterWonders event yesterday. Disappointed with the quality. #ProductLaunch, #NewRelease, #Fashion Let me know what you think!","#ProductLaunch, #NewRelease, #Fashion","@RetailSupport, @BrandSupport","responsive, performance",Product,5
jp0c79yp9jun,Just saw an ad for Toyota Camry during the BackToSchool. Not worth the money. #Deal,#Deal,,"expensive, amazing, helpful, fast",Pricing,4
vjorzc6teo1j,"Samsung FallCollection is acceptable! Can't wait to see what's coming next. #MustHave, #Tech, #NewRelease Would love to get your feedback!","#MustHave, #Tech, #NewRelease",@BrandSupport,"innovation, design, responsive",Delivery,5
cniszr2v11sp,Just saw an ad for Coca-Cola Sprite during the CyberMonday. Had issues with it. #Innovation,#Innovation,,"user-friendly, eco-friendly",Delivery,4
2v6vki5r8pz8,Cannot believe with my new Echo Dot from Amazon! Exceeded my expectations. #Trending Really interested in hearing your thoughts!,#Trending,,"upgraded, competitive, unique, amazing",Product,2
ibgk9xh4m1pk,"Cannot believe with my new Surface Go from Microsoft! Returning it ASAP. #Travel, #Reviews Let me know what you think!","#Travel, #Reviews",,"satisfaction, design, helpful, cheap",Product,3
y8sh4xs4v1kh,"Adidas BlackFriday is fantastic! Can't wait to see what's coming next. #Promo, #Affordable, #Trending Curious about your experience too.","#Promo, #Affordable, #Trending","@TechHelp, @BrandSupport","traditional, satisfaction, luxury, quality",Marketing,1
74qh75n3d045,"Could someone explain with my new Fanta from Coca-Cola! Disappointed with the quality. #NewRelease, #Quality","#NewRelease, #Quality",,"competitive, helpful",Delivery,4
lr91qz3mh09s,Has anyone else experienced delivery delays with Microsoft's Surface Laptop? Had issues with it.  #TrendAlert,#TrendAlert,,"helpful, disappointing",Returns,3
0vxfsy7jygx1,"Just saw an ad for Coca-Cola Sprite during the LoyaltyRewards. Returning it ASAP. #Discount, #Lifestyle","#Discount, #Lifestyle",@RetailSupport,"poor, feature, upgraded",Product,5
7njqo41vebro,"Should I upgrade about Amazon's Eero WiFi? @TechHelp, @RetailSupport #TrendAlert, #Beauty, #CustomerService Curious about your experience too.","#TrendAlert, #Beauty, #CustomerService","@TechHelp, @RetailSupport","modern, excellent, upgraded, performance",Marketing,5
t44gzf69bxh4,Comparing Microsoft Xbox Elite Controller to the competition. Disappointed with the quality. #Fitness Curious about your experience too.,#Fitness,@IndustryExpert,"amazing, traditional, delivery, cheap",Returns,1
wy1u0c6hrxb0,"Attended the Pepsi SpringBlast2025 event yesterday. Returning it ASAP. #ProductLaunch, #Beauty, #CustomerService Would love to get your feedback!","#ProductLaunch, #Beauty, #CustomerService",,"slow, recommendation",Pricing,2
pyiu4u8gxgu6,"Coca-Cola PowerRelease is subpar! Can't wait to see what's coming next. #SpecialOffer, #CustomerService Let me know what you think!","#SpecialOffer, #CustomerService",@BrandSupport,"expensive, amazing, design",Pricing,4
7uk81vvhtbk9,"Attended the Coca-Cola NewYearNewYou event yesterday. Disappointed with the quality. #Health, #Beauty Would love to get your feedback!","#Health, #Beauty",,"efficient, cheap, expensive, premium",Pricing,1
grkl4pz4oj0g,Has anyone else experienced battery problems with Amazon's Halo Band? As expected. @MarketingTeam #Promo Really interested in hearing your thoughts!,#Promo,@MarketingTeam,"disappointing, reliable, customer, innovation",Returns,2
u2ewxnoaieme,"Just tried the Coca-Cola Cherry from Coca-Cola. Had issues with it. #SpecialOffer, #Innovation, #Fashion Really interested in hearing your thoughts!","#SpecialOffer, #Innovation, #Fashion","@TechHelp, @CompetitorBrand","poor, recommendation, modern, outdated",Delivery,1
4bfq6gke897z,"Attended the Microsoft HolidaySpecial event yesterday. Disappointed with the quality. #BestValue, #Trending Curious about your experience too.","#BestValue, #Trending",@CelebrityName,"sustainable, stylish",Returns,1
zpjqi88cjczf,"Has anyone else experienced customer service with Toyota's Highlander? Does the job. @ProductTeam, @RetailSupport #Trending, #Exclusive, #Sale","#Trending, #Exclusive, #Sale","@ProductTeam, @RetailSupport","unique, customer, user-friendly",Delivery,2
ycjj5zzt7mvx,"Coca-Cola HolidaySpecial is fantastic! Can't wait to see what's coming next. #TrendAlert, #Reviews, #Food Would love to get your feedback!","#TrendAlert, #Reviews, #Food",@CustomerService,"upgraded, amazing, experience",Returns,1
a7jjxuxmbh9t,Just saw an ad for Adidas Predator during the BackToSchool. Returning it ASAP. #Discount Let me know what you think!,#Discount,@IndustryExpert,"recommendation, durable, efficient, traditional",Marketing,5
rhyelf0lhttw,"Just saw an ad for Nike Air Jordan during the SustainableFuture. Had issues with it. #Sale, #Fitness, #Deal","#Sale, #Fitness, #Deal","@ProductTeam, @StyleGuide","delivery, cheap, slow",Delivery,5
kytjzure5wvz,"Just unboxed my new Tacoma from Toyota. Had issues with it. Could someone explain #Health, #Innovation, #Promo","#Health, #Innovation, #Promo",@CustomerService,"value, modern, service, eco-friendly",Pricing,2
wri9m7gls0v7,"Comparing Coca-Cola Coca-Cola Cherry to the competition. Exceeded my expectations. #ProductLaunch, #MustHave Would love to get your feedback!","#ProductLaunch, #MustHave",@MarketingTeam,"cheap, disappointing, helpful, innovation",Returns,5
r6ingldwiq0c,"Amazon WinterWonders is decent! Can't wait to see what's coming next. #Premium, #MustHave Would love to get your feedback!","#Premium, #MustHave",@CelebrityName,"eco-friendly, improved, satisfaction, traditional",Returns,5
65yotf1h8a2p,Has anyone else experienced connectivity issues with Nike's Air Jordan? Wouldn't recommend. @CustomerService #BestValue Curious about your experience too.,#BestValue,@CustomerService,"unique, disappointing",Support,2
zh9ujdmpfuay,"Has anyone else experienced software bugs with Apple's AirPods Pro? Absolutely loving it.  #Trending, #Innovation","#Trending, #Innovation",,"modern, recommendation, competitive",Returns,5
ro7fbexqr4ew,"Attended the Adidas BlackFriday event yesterday. Disappointed with the quality. #Lifestyle, #Beauty, #Reviews Curious about your experience too.","#Lifestyle, #Beauty, #Reviews","@ReviewSite, @BrandSupport","expensive, sustainable, user-friendly, customer",Returns,4
cl45lmohvq2c,"My one month review of Microsoft Surface Laptop: Disappointed with the quality. #ProductLaunch, #Exclusive, #SpecialOffer","#ProductLaunch, #Exclusive, #SpecialOffer",,"satisfaction, premium, customer, upgraded",Pricing,4
gl6fmkwu7tnr,Any advice about Nike's Air Max?  #Trending Would love to get your feedback!,#Trending,,"service, expensive, efficient, innovation",Returns,5
7egtbeitbd40,"Just saw an ad for Samsung Neo QLED TV during the GlobalCampaign. Highly recommend. #Travel, #TrendAlert, #Beauty","#Travel, #TrendAlert, #Beauty",@TechHelp,"improved, sustainable",Returns,3
ic56ym312j8m,"Just unboxed my new Galaxy S25 from Samsung. Absolutely loving it. Thrilled #Sustainable, #Deal Really interested in hearing your thoughts!","#Sustainable, #Deal",,"user-friendly, excellent, efficient, traditional",Marketing,4
pwfh0hd6ffe1,"Just unboxed my new Pepsi Max from Pepsi. Not worth the money. Super excited #Fashion, #Eco, #Sale","#Fashion, #Eco, #Sale",,"helpful, sustainable, slow, reliable",Pricing,5
sx7yl03otz8i,"Just tried the Kindle from Amazon. Wouldn't recommend. #BestValue, #SpecialOffer Would love to get your feedback!","#BestValue, #SpecialOffer",@BrandCEO,"poor, budget, price, premium",Returns,5
ruah1hw66shg,"My one month review of Nike Dri-FIT: Disappointed with the quality. #Deal, #Innovation, #Affordable Really interested in hearing your thoughts!","#Deal, #Innovation, #Affordable","@CustomerService, @RetailSupport","competitive, amazing, fast, delivery",Pricing,5
zaelzf16r65s,Just tried the Surface Duo from Microsoft. Disappointed with the quality. #Quality Really interested in hearing your thoughts!,#Quality,@MarketingTeam,"modern, luxury",Delivery,4
m4wbms82kc87,Just tried the Air Force 1 from Nike. Disappointed with the quality. #Sustainable Would love to get your feedback!,#Sustainable,,"eco-friendly, modern",Delivery,3
xqb0fbvco74j,Any advice about Google's Pixel Buds?  #Exclusive Let me know what you think!,#Exclusive,,"price, budget, eco-friendly",Delivery,3
3x9ssm7bohfy,Just unboxed my new Neo QLED TV from Samsung. Returning it ASAP. Loving it #Sustainable,#Sustainable,"@CelebrityName, @ReviewSite","service, stylish",Pricing,1
soe3fjwe0rxl,"Should I upgrade about Amazon's Kindle?  #Quality, #TrendAlert, #Limited Really interested in hearing your thoughts!","#Quality, #TrendAlert, #Limited",,"feature, value, outdated",Returns,3
z9qkigj53th3,My six months review of Nike Air Jordan: Not bad. #Innovation Would love to get your feedback!,#Innovation,@BrandCEO,"price, helpful, recommendation, fast",Marketing,3
jpc8hldgwp5x,"Comparing Nike Air Max to the competition. Highly recommend. #Premium, #Eco, #Trending Let me know what you think!","#Premium, #Eco, #Trending",,"poor, disappointing, delivery",Product,3
nxoajiqnnyqu,Just unboxed my new Kindle from Amazon. Had issues with it. Not sure why #Limited,#Limited,"@BrandCEO, @CustomerService","feature, disappointing, user-friendly",Marketing,5
aq2yg078sxun,"Just tried the Nest Thermostat from Google. Best purchase ever. #Eco, #Trending Curious about your experience too.","#Eco, #Trending",,"experience, amazing, sustainable",Pricing,5
tuxhxrjevre4,"Just saw an ad for Microsoft Surface Laptop during the SummerDreams. As expected. #Health, #Reviews","#Health, #Reviews",,"expensive, efficient, sustainable, excellent",Delivery,2
m5alii3f2cs2,"Samsung EarthDay is overpriced! Can't wait to see what's coming next. #ProductLaunch, #Tech, #NewRelease Curious about your experience too.","#ProductLaunch, #Tech, #NewRelease",,"disappointing, satisfaction, sustainable",Marketing,1
aaxc0u11x5tb,Just tried the Coke Zero from Coca-Cola. Not worth the money. #Discount Let me know what you think!,#Discount,"@ReviewSite, @TrendSetter","experience, competitive",Product,1
